IDEnquestat	IDCol·lector	DataInici	DataFinal	AdreçaElectrònica	Nom	Cognoms	DadesPersonalitzades	Respecte a l'accés a l'habitatge, creus que al teu barri?	Quin creus que és el principal problema en relacio a l'accés a l'habitatge? (Tria fins a dues opcions)								Creus que la situació respecte a l'ensenyament públic (incloses totes les etapes) al barri és?	Quin creus que és el principal problema en relació  a l'accés a l’escola pública? (Tria fins a dues opcions)						Creus que la situació de l’atenció sanitària pública al teu barri és?	Quin creus que és el principal problema en relació a l'accés a l’atenció sanitària? (Tria fins a dues opcions)							Creus que les tarifes actuals del transport públic són?	Com valoraries la qualitat de l'aire que es respira al teu barri?	El nivell de soroll (diürn i nocturn) en el teu barri és?	Creus que el nivell de turisme al teu barri és?	Quin creus que és el principal inconvenient en relació al nivell de turisme al teu barri? (Tria fins a dues opcions)								Quins tipus d'espai fan més falta al barri? (Tria fins a dues opcions)							Les possibilitats per què la ciutadania opini i influeixi en les polítiques municipals actualment són?	Creus que les instàncies de vida associativa (cooperatives, entitats culturals, etc) al teu barri són?	Estaries d'acord amb que el regidor del districte sigui escollit directament per la gent?	Quins altres problemes no esmentats en el qüestionari són importants al barri on vius? I per la ciutat?	Tens alguna proposta per al barri / districte que es pogués implementar en el futur?	Quants anys tens?	Identifiques el teu gènere com		Barri		Codi Postal	Quin és el nivell màxim d'educació que has obtingut?	Quina és la teva situació laboral?		Participes en alguna associació / organització?
3619446262	60358171	01/12/2014 17:55:24	01/12/2014 18:03:26					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra	Manca d'oferta de lloguer / compra	Manca d'oferta pública / cooperativa		Condicions dels habitatges	Desnonaments	Excés de pisos buits		Bona	Poques places				Desigualtat entre escoles		Molt bona	Manca de centres d'atenció primària		Manca de serveis d'urgències					Massa elevades	Adequada	Normal	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics					Parcs / zones verdes				Zones de jocs per a nens			Insuficients	Adequades	No ho sé		el meu barri esta molt bé.	42	Dona		El Raval		8001	Universitària	Treballador per compte propi		Sí
3619253491	60358171	01/12/2014 16:49:09	01/12/2014 16:52:43					Hi ha alguns problemes						Desnonaments	Excés de pisos buits		Adequada					Desigualtat entre escoles		Bona								Elevades	Adequada	Alt	Perjudicial				Saturació dels espais públics	Sorolls											Molt insuficients	Adequades	Sí			49	Dona		El Poble Sec		8004	Secundària	Aturat		Sí
3619134848	60358171	01/12/2014 16:03:46	01/12/2014 17:09:40					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra						Excés de pisos buits	Alquileres turisticos	Adequada			Estat dels edificis i instal·lacions		Desigualtat entre escoles		Adequada				Durada dels temps d'espera				Massa elevades	Dolenta	Molt alt	Perjudicial				Saturació dels espais públics	Sorolls				Parcs / zones verdes				Zones de jocs per a nens	Places		Molt insuficients	Adequades	Sí	Tematicas de convivencia y integracion	Trabajar el tema de como se utiliza el espacio publico, entender que la normativa de civisme es abusiva y no responde a las necesidades	31	Dona		El Raval		8001	Universitària	Treballador per compte propi		Sí
3618550566	60358171	01/12/2014 11:51:13	01/12/2014 11:55:28					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa		Condicions dels habitatges				Dolenta							Adequada				Durada dels temps d'espera	Problemes d'atenció / tracte			Elevades	Dolenta	Alt	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics	Sorolls				Parcs / zones verdes				Zones de jocs per a nens	Places		Insuficients	Insuficients	Sí			31	Dona		El Poble Sec		8004	Universitària	Treballador per compte aliè		Sí
3618371912	60358171	01/12/2014 09:36:32	01/12/2014 09:42:59					Hi ha greus problemes					Condicions dels habitatges				Dolenta		Lluny de casa					Dolenta			Manca de serveis d'urgències					Elevades	Bona	Normal	Ni perjudicial ni beneficiós		Nivell insuficient										Zones per a esports				Molt insuficients	Insuficients	Sí			58	Home		Vallvidrera, el Tibidabo i les Planes		8017	Secundària	Treballador per compte aliè		Sí
3618257779	60358171	01/12/2014 07:43:44	01/12/2014 07:51:53					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Adequada	Poques places				Desigualtat entre escoles		Dolenta	Manca de centres d'atenció primària	Manca de places/serveis hospitalaris	Manca de serveis d'urgències	Durada dels temps d'espera				Massa elevades	Dolenta	Molt alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)		Sorolls	Augment de les escombraries, brutícia			Parcs / zones verdes			Zones per a esports				Insuficients	Insuficients	Sí			44	Dona		La Sagrada Família		8013	Universitària	Treballador per compte aliè		No
3618228454	60358171	01/12/2014 07:06:02	01/12/2014 07:11:30					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra							Excés de pisos turístics	Adequada	Poques places						Dolenta		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics							Centres Civics			Places		Insuficients	Adequades	Sí	La gentrificació és el més greu. Però aquest és un problema de tota la ciutat.	Cuidar les persones del barri i les seves iniciatives. Fer que el teixit associatiu i de lluites socials sigui respectat	40	Dona		El Poble Sec		8004	Universitària	Aturat		Sí
3617818114	60358171	30/11/2014 23:26:59	30/11/2014 23:31:30					No hi ha problemes importants							Excés de pisos buits		Adequada	Poques places						Adequada			Manca de serveis d'urgències					Massa elevades	Molt dolenta	Normal	Perjudicial				Saturació dels espais públics		Augment de les escombraries, brutícia			Parcs / zones verdes							Molt insuficients	Molt insuficients	Sí	Transport	poques arbres, pocs comercios	49	Dona		La Vila Olímpica del Poblenou		8005	Universitària	Treballador per compte propi		No
3617788855	60358171	30/11/2014 22:57:29	30/11/2014 23:10:30					No hi ha problemes importants		Manca d'oferta de lloguer / compra				Desnonaments			Dolenta					Desigualtat entre escoles	la primaria pública molt millor que la pública, s'ha de tenir en compta que dintre de la pública també hi han grans diferencies	Dolenta	Manca de centres d'atenció primària			Durada dels temps d'espera				Elevades	Dolenta		Ni perjudicial ni beneficiós							Cap	els barris de sants i Hostafrancs encara es nota poc, exceptuant les proximitats de plaça Espanya i le sArenes que ja comença a mssificar-se							hi ha el minim de tot, segurament seria bo un augment del nombre de biblioteques, la de Vapor vell esta bastant saturada	Insuficients	Adequades	Sí	el peri d'Hostafrancs ,la concessió del IES Joan Coromine sen un Gheto, el retard dels equipaments promesos a can Batllo, l'impas del tema de can Vies, el mal estat de concervació de l'audiotir de Cotxeres, la turisticacióde plaça Espanya, el retard de l'ampliació del CAP Magoria	- Trasllat a noves isntalalcions de l'escola Miquel Bleach (darrera de la seu dle districte) i del CEIP Peru , suport a aquestes escoles de forma prioritaria	53	Home		Hostafrancs		8014	Universitària	Treballador per compte aliè		Sí
3617728046	60358171	30/11/2014 21:51:36	30/11/2014 21:59:02					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa													Bona								Massa elevades	Dolenta	Baix	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)						Parcs / zones verdes				Zones de jocs per a nens	Places		Molt insuficients	Insuficients	Sí		Falten carrers més peatonals a la dreta de l'eixample del tipus borrell i/o enric granados ja que a més de tenir poques zones verdes i d'estar.	27	Dona		La Dreta de l'Eixample		8037	Universitària	Treballador per compte propi		Sí
3617700457	60358171	30/11/2014 21:21:28	30/11/2014 21:27:24					Hi ha alguns problemes			Manca d'oferta pública / cooperativa	Dificultats accés als crèdits				pisos turistics	Adequada					Desigualtat entre escoles		Adequada				Durada dels temps d'espera		Problemes de qualitat		Elevades	Adequada	Normal	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)										Zones de jocs per a nens			Insuficients	Adequades	Sí	envelliment de veins		38	Dona		Sant Antoni		8015	Universitària	Treballador per compte aliè		No
3617641796	60358171	30/11/2014 20:15:16	30/11/2014 20:31:25					Hi ha alguns problemes			Manca d'oferta pública / cooperativa		Condicions dels habitatges				Dolenta						Manquen escoles bressol i recursos als CEIP's	Adequada		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Ni perjudicial ni beneficiós					Sorolls	Augment de les escombraries, brutícia			Parcs / zones verdes			Zones per a esports				Insuficients	Adequades	Sí	És un inconvenient tenir un centre de neteja davant de casa(parc de la Primavera) i els botellons nocturnsm	Més mediadors x combatre l'incivisme, més neteja, més vigilància que no s'obrin més bars...	57	Dona		El Poble Sec		8004	Universitària	Altres (especifiqueu)	Mestra funcionaria	No
3617639802	60358171	30/11/2014 20:13:02	30/11/2014 20:26:54					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra																			Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics	Sorolls				Parcs / zones verdes							Insuficients		Sí	He respost sobre el barri on treballo,la Ribera, on em passo tot el dia. A la Ribera, el comerç és poc veïnal, tot són botigues fashions. Visc a la Salut, aquí de moment bé. En genral trobo a faltar espais verds. Em sobren cotxes,em falten carrils bici. Per què no hi ha un carril bici a cada carrer de Barcelona i en canvi si hi ha carrils cotxe (aparcats i en moviment)?	Crec que hi ha barris més perjudicats. Jo visc en aquest perquè justament em sembla habitable. En general trobo a faltar carrils bici i espais verds, com deia.	39	Dona			La Salut i La Ribera	08024 i 08003	Universitària	Treballador per compte aliè		No
3617638611	60358171	30/11/2014 20:11:43	30/11/2014 20:17:31					Hi ha alguns problemes			Manca d'oferta pública / cooperativa						Bona					Desigualtat entre escoles		Bona				Durada dels temps d'espera				Adequades	Dolenta	Alt	Perjudicial	Nivell excessiu												Zones de jocs per a nens			Molt insuficients	Adequades	Sí	Planificació urbanística	repensar i pacificar la vialitat	54	Home		El Camp d'en Grassot i Gràcia Nova		8025	Universitària	Treballador per compte aliè		No
3617638484	60358171	30/11/2014 20:11:46	30/11/2014 20:15:06					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra								Dolenta			Estat dels edificis i instal·lacions		Desigualtat entre escoles		Dolenta				Durada dels temps d'espera		Problemes de qualitat		Massa elevades	Molt dolenta	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics									Zones de jocs per a nens	Places		Molt insuficients	Insuficients	Sí			34	Dona		Sant Antoni		8015	Universitària	Treballador per compte aliè		Sí
3617635797	60358171	30/11/2014 20:08:46	30/11/2014 20:17:22					Hi ha alguns problemes			Manca d'oferta pública / cooperativa	Dificultats accés als crèdits					Adequada			Estat dels edificis i instal·lacions	Mala qualitat de l'ensenyament			Dolenta				Durada dels temps d'espera				Massa elevades	Molt dolenta	Molt alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)		Sorolls				Parcs / zones verdes			Zones per a esports				Insuficients	Adequades	Sí	manca d'aparcaments a preu assequible. Gràcia s'ha convertit en excés en un barri d'oci per a gent jove. Els pixats dels gosos: es excessiu, fa molta pudor i es pudreixen els pilons metalics de les voreres.	Sembrar més arbres. Limitar el número de gosos o solucionar el problema dels seus excrements, que patim tots.	52	Dona		La Vila de Gràcia		8024	Universitària	Treballador per compte propi		Sí
3617635243	60358171	30/11/2014 20:04:33	30/11/2014 20:14:45					Hi ha greus problemes			Manca d'oferta pública / cooperativa			Desnonaments	Excés de pisos buits		Adequada	Poques places				Desigualtat entre escoles		Adequada		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Elevades	Dolenta	Normal	Perjudicial	Nivell excessiu			Saturació dels espais públics					Parcs / zones verdes				Zones de jocs per a nens			Molt insuficients	Insuficients	Sí	Estat dels edificis, manca una politica de rehabilitació seriosa. La desaparició de les botigues de proximitat, de propietat familiar i no de marcas o franquícia	Treure terrasses de bar imposar mes bancs  jocs per totes les edats. Treballar per la pacificació del transit mes espai de vianants	50	Dona		Sant Pere, Santa Caterina i la Ribera		8003	Universitària	Treballador per compte aliè		Sí
3617558098	60358171	30/11/2014 18:40:11	30/11/2014 18:50:40					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra			Dificultats accés als crèdits					Molt dolenta	Poques places					Hi ha dues escoles en barracots....mentre una escola pública té les aules amb parquet...	Dolenta			Manca de serveis d'urgències				acaben d'inaugurar un CUAP a l'EXTREM del barri i han portat allà TOT pediatria i les urgències	Massa elevades	Molt dolenta	Alt	Ni perjudicial ni beneficiós							Cap	No hi ha turisme... no som cuquis...	Parcs / zones verdes			Zones per a esports				Molt insuficients	Adequades	Sí	Tenim un regidor-cacic, acabar la L9, alt nivell d'atur, espais públics per fer esport. Ciutat-desnonaments, L9, atur.	peatonalització del C/Gran (vivim a un 7è ben aïllat i sentim MOLT soroll...) construcció de l'escola Can Fabra, Maquinista i Institut ja!!!	41	Dona		Sant Andreu		8030	Universitària	Treballador per compte aliè		Sí
3617466795	60358171	30/11/2014 16:55:41	30/11/2014 17:08:42					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra							Pisos turístics	Adequada							Dolenta	Manca de centres d'atenció primària	Manca de places/serveis hospitalaris					Problemes d'accés per als que no cotizen	Massa elevades	Dolenta	Alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics	Sorolls					Biblioteques	Centres Civics	Zones per a esports				Molt insuficients	Adequades	Sí	pobreza infantil, plan de usos del barrio no participativo, violencia mossos y guardia urbana, gentrificación y turismo masivo		28	Home		El Poble Sec		8004	Universitària	Treballador per compte aliè		No
3617438416	60358171	30/11/2014 16:21:21	30/11/2014 16:27:37					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Adequada	Poques places				Desigualtat entre escoles		Dolenta	Manca de centres d'atenció primària					Problemes de qualitat		Elevades	Adequada	Normal	Ni perjudicial ni beneficiós					Sorolls							Zones per a esports	Zones de jocs per a nens			Molt insuficients	Insuficients	Sí			58	Home		El Poble Sec		8004	Secundària	Treballador per compte aliè		Sí
3617349445	60358171	30/11/2014 14:24:49	30/11/2014 14:35:50					Hi ha alguns problemes			Manca d'oferta pública / cooperativa					Muchos pisos para turismo	Adequada							Adequada								Massa elevades	Molt dolenta	Alt	Perjudicial					Sorolls	Augment de les escombraries, brutícia			Parcs / zones verdes			Zones per a esports				Molt insuficients	Insuficients	Sí		Grupos de deporte, correr, patines. ORganizaciones vecinales más inclusivas	29	Dona		El Poble Sec		8004	Universitària	Treballador per compte aliè		Sí
3617324138	60358171	30/11/2014 13:51:21	30/11/2014 14:00:49					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa			Desnonaments			Dolenta				Mala qualitat de l'ensenyament		Los recortes en el profesorado influyen en la educacion	Dolenta							exclusion sanitaria y los recortes en personal sanitario y en servicios influyen en la asistencia.	Massa elevades	Adequada	Alt	Perjudicial	Nivell excessiu				Sorolls				Parcs / zones verdes				Zones de jocs per a nens			Molt insuficients	Insuficients	Sí	Incivisme d'alguns veins, poca cura del espai public	Que el districte obri als veïns l'espai de la Font Trobada, projecte d'Hort urbà pel barri	52	Dona		El Poble Sec		8004	Universitària	Treballador per compte aliè		Sí
3617319800	60358171	30/11/2014 13:45:01	30/11/2014 13:53:22					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Molt dolenta	Poques places				Desigualtat entre escoles		Dolenta	Manca de centres d'atenció primària					Problemes de qualitat		Elevades	Adequada	Molt alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)		Sorolls								Zones de jocs per a nens		Escola d'Adults	Molt insuficients	Adequades	Sí	El problema de l'atur i la necessitat d'incrementar propostes formatives per les persones adultes	Fomentar l'economia solidària des de els Districtes / Ajuntament i afaviorir en les contractacions / licitacions clàusules socials	47	Home		El Poble Sec		8004	Universitària	Treballador per compte aliè		Sí
3617227762	60358171	30/11/2014 11:20:07	30/11/2014 11:45:57					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta		Lluny de casa					Molt bona			Manca de serveis d'urgències					Massa elevades	Molt bona	Baix	Ni perjudicial ni beneficiós							Cap				Centres Civics			Places		Insuficients	Insuficients	Sí			71	Home		Can Baró		8024	Universitària	Jubilat / Pensionista		Sí
